Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Fecha
2014,2,Mendoza,148979,103030.0,20408000.0,36,2.282,166807,2014-06-01
2014,2,Misiones,56933,1070509040.0,40.0,150,8.0,74689,2014-06-01
2014,2,Neuquén,47767,2090707060.0,909070.0,10765,2.983,92288,2014-06-01
2014,2,Río Negro,64920,2040904040.0,807060.0,3657,1.56,95957,2014-06-01
2014,2,Salta,73841,10705040.0,4050.0,7,577.0,91974,2014-06-01
2014,2,San Juan,48161,405010.0,702020.0,1139,1.173,51646,2014-06-01
2014,2,San Luis,11306,902050.0,305040.0,22,448.0,13055,2014-06-01
2014,2,Santa Cruz,18956,404080.0,308010.0,4118,3.266,27169,2014-06-01
2014,2,Santa Fe,324101,107080409050.0,30008050.0,6041,636.0,512358,2014-06-01
2014,2,Santiago Del Estero,32820,40203010.0,1090.0,907,34.0,38011,2014-06-01
2014,2,Tierra Del Fuego,21618,3080.0,604080.0,1,2.934,28209,2014-06-01
2014,2,Tucumán,131740,9070.0,102010.0,13,98.0,132069,2014-06-01
2014,1,Buenos Aires,1567685,10807090.0,102000906000.0,16528,33.824,2739876,2014-03-01
2014,1,Capital Federal,445569,8020106010.0,1070706070.0,1866,14.555,1299918,2014-03-01
2014,1,Catamarca,24126,4060.0,1070.0,0,43.0,24232,2014-03-01
2014,1,Chaco,52971,90409070.0,3000.0,0,58.0,62556,2014-03-01
2014,1,Chubut,51066,503090.0,806060.0,10776,6.974,70221,2014-03-01
2014,1,Córdoba,336841,202050706090.0,304070.0,3585,368.0,566910,2014-03-01
2014,1,Corrientes,52565,80207090.0,3010.0,1306,55.0,62236,2014-03-01
2014,1,Entre Ríos,107883,2010307090.0,4090.0,4887,133.0,134331,2014-03-01
2014,1,Formosa,20774,40504080.0,0.0,0,100.0,25422,2014-03-01
2014,1,Jujuy,29765,4030.0,2030.0,0,9.0,33827,2014-03-01
2014,1,La Pampa,15826,30103050.0,501030.0,5848,701.0,54193,2014-03-01
2014,1,La Rioja,15663,0.0,1040.0,0,34.0,15711,2014-03-01
2014,1,Mendoza,148970,10207060.0,20408000.0,37,2.282,165845,2014-03-01
2014,1,Misiones,56597,1070109010.0,40.0,150,8.0,73950,2014-03-01
2014,1,Neuquén,47790,2080106010.0,909070.0,10381,3.051,90380,2014-03-01
2014,1,Río Negro,64886,2040105060.0,807060.0,3576,1.572,95066,2014-03-01
2014,1,Salta,73131,1070503080.0,4050.0,8,568.0,91290,2014-03-01
2014,1,San Juan,48161,403040.0,702020.0,808,1.173,51298,2014-03-01
2014,1,San Luis,11306,402080.0,305040.0,21,448.0,12557,2014-03-01
2014,1,Santa Cruz,18927,10.0,308010.0,4092,3.264,26764,2014-03-01
2014,1,Santa Fe,322662,107040209060.0,30005090.0,5951,644.0,506612,2014-03-01
2014,1,Santiago Del Estero,32567,30509080.0,1090.0,915,34.0,37133,2014-03-01
2014,1,Tierra Del Fuego,21618,20803070.0,604080.0,1,2.934,28038,2014-03-01
2014,1,Tucumán,129717,8030.0,102010.0,13,98.0,130032,2014-03-01
