Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total,Fecha
2022,1,Buenos Aires,31.591,30.056,313382,321.756,290.127,161.183,3381049,26.28,4555424,2022-03-01
2022,1,Capital Federal,527.0,5.575,39918,77.39,61.053,43.289,1188072,1.717,1417541,2022-03-01
2022,1,Catamarca,71.0,456.0,4386,7.009,8.773,3.761,35715,2.207,62378,2022-03-01
2022,1,Chaco,461.0,1.099,16888,21.235,20.898,13.012,62946,7.58,144119,2022-03-01
2022,1,Chubut,113.0,1.677,61369,31.856,33.08,13.871,14055,15.607,171628,2022-03-01
2022,1,Córdoba,100.0,12.782,165922,126.009,73.967,34.892,577027,13.104,1003803,2022-03-01
2022,1,Corrientes,67.0,4.029,24563,25.665,27.077,10.452,43631,7.094,142578,2022-03-01
2022,1,Entre Ríos,107.0,5.745,50075,49.62,42.294,21.578,81757,16.75,267926,2022-03-01
2022,1,Formosa,97.0,448.0,24113,6.945,6.613,716.0,15028,588.0,54548,2022-03-01
2022,1,Jujuy,58.0,1.761,22141,16.321,37.923,576.0,35287,2.442,116509,2022-03-01
2022,1,La Pampa,301.0,2.223,62812,9.869,12.044,5.25,14400,2.833,109732,2022-03-01
2022,1,La Rioja,18.0,778.0,3576,4.692,23.624,5.645,45970,0.0,84303,2022-03-01
2022,1,Mendoza,114.0,3.355,51230,26.407,74.178,21.566,95048,3.287,275185,2022-03-01
2022,1,Misiones,51.0,3.873,35655,22.261,26.855,15.854,58610,8.349,171508,2022-03-01
2022,1,Neuquén,137.0,1.123,39856,15.623,11.163,2.654,71238,7.885,149679,2022-03-01
2022,1,Río Negro,116.0,1.383,35565,18.859,26.926,14.144,37729,22.652,157374,2022-03-01
2022,1,Salta,114.0,1.725,35576,68.246,6.313,2.214,76838,6.489,197515,2022-03-01
2022,1,San Juan,26.0,2.269,32356,11.914,25.144,2.088,11916,2.465,88178,2022-03-01
2022,1,San Luis,61.0,643.0,8287,3.837,9.802,68.612,13,28.589,119844,2022-03-01
2022,1,Santa Cruz,51.0,6.898,12710,11.502,12.277,2.628,2551,485.0,49102,2022-03-01
2022,1,Santa Fe,468.0,12.435,143796,208.361,84.787,58.018,344170,18.444,870479,2022-03-01
2022,1,Santiago Del Estero,178.0,1.401,30220,61.17,13.542,849.0,8309,792.0,116461,2022-03-01
2022,1,Tierra Del Fuego,24.0,894.0,12849,15.64,18.034,1.767,982,2.421,52611,2022-03-01
2022,1,Tucumán,39.0,2.212,36028,46.961,21.014,5.211,133846,273.0,245584,2022-03-01
2021,4,Buenos Aires,37.821,11.026,352950,331.292,297.296,196.021,3259793,22.958,4509157,2021-12-01
2021,4,Capital Federal,563.0,1.695,47133,81.899,66.135,66.755,1147939,0.0,1412119,2021-12-01
2021,4,Catamarca,71.0,0.0,6038,7.855,9.804,3.262,29827,2.233,59090,2021-12-01
2021,4,Chaco,461.0,112.0,18845,22.678,21.937,13.692,58435,7.585,143745,2021-12-01
2021,4,Chubut,126.0,1.294,63698,39.568,31.175,5.78,2904,15.763,160308,2021-12-01
2021,4,Córdoba,100.0,2.479,184548,130.892,76.246,41.198,538700,12.607,986770,2021-12-01
2021,4,Corrientes,67.0,645.0,28830,26.368,22.922,10.087,39911,7.082,135912,2021-12-01
2021,4,Entre Ríos,107.0,3.024,56043,49.636,38.295,24.068,77290,16.583,265046,2021-12-01
2021,4,Formosa,84.0,0.0,22908,6.983,6.811,1.135,13775,1.967,53663,2021-12-01
2021,4,Jujuy,58.0,175.0,22446,16.793,38.134,564.0,33421,2.324,113915,2021-12-01
2021,4,La Pampa,301.0,493.0,64840,9.082,12.259,4.821,12184,3.027,107007,2021-12-01
2021,4,La Rioja,18.0,1.0,5018,5.437,23.559,5.671,43424,0.0,83128,2021-12-01
2021,4,Mendoza,156.0,1.463,66428,30.308,75.214,18.621,75031,366.0,267587,2021-12-01
2021,4,Misiones,51.0,5.0,41916,23.554,26.721,15.954,54596,8.335,171132,2021-12-01
2021,4,Neuquén,140.0,940.0,42313,13.264,10.515,3.31,69217,7.767,147466,2021-12-01
2021,4,Río Negro,156.0,1.174,38373,19.878,31.255,4.13,36142,22.645,153753,2021-12-01
2021,4,Salta,114.0,20.0,40673,69.324,6.642,3.535,72622,6.475,199405,2021-12-01
2021,4,San Juan,44.0,1.442,28906,10.955,23.978,398.0,9800,4.435,79958,2021-12-01
2021,4,San Luis,62.0,264.0,8550,4.276,9.107,67.363,9,29.218,118849,2021-12-01
2021,4,Santa Cruz,52.0,297.0,20305,11.641,13.054,1.77,876,491.0,48486,2021-12-01
2021,4,Santa Fe,467.0,581.0,169706,206.856,85.69,62.349,322015,18.777,866441,2021-12-01
2021,4,Santiago Del Estero,178.0,909.0,31915,61.524,12.205,800.0,7537,793.0,115861,2021-12-01
2021,4,Tierra Del Fuego,26.0,385.0,13505,16.534,16.562,1.748,1017,2.58,52357,2021-12-01
2021,4,Tucumán,39.0,97.0,37321,48.736,21.023,5.326,125857,240.0,238639,2021-12-01
2021,3,Buenos Aires,37.193,31.149,1108940,248.153,141.383,192.797,2482266,9.728,4251609,2021-09-01
2021,3,Capital Federal,295.0,603.0,156978,67.013,39.785,73.502,1075229,0.0,1413405,2021-09-01
2021,3,Catamarca,71.0,0.0,6755,8.428,10.517,1.659,26618,2.206,56254,2021-09-01
2021,3,Chaco,301.0,112.0,22545,20.986,23.852,14.412,49705,7.958,139871,2021-09-01
2021,3,Chubut,104.0,105.0,89168,26.281,18.538,5.32,1643,14.907,156066,2021-09-01
2021,3,Córdoba,99.0,2.452,204989,141.285,65.05,47.198,476459,9.256,946788,2021-09-01
2021,3,Corrientes,67.0,645.0,29629,28.478,24.792,9.687,35468,5.053,133819,2021-09-01
2021,3,Entre Ríos,107.0,3.024,61354,59.776,39.114,16.284,67961,12.755,260375,2021-09-01
2021,3,Formosa,381.0,0.0,22778,7.142,6.978,1.192,12707,1.617,52795,2021-09-01
2021,3,Jujuy,48.0,175.0,23884,16.417,37.755,561.0,29917,2.401,111158,2021-09-01
2021,3,La Pampa,298.0,313.0,65063,7.395,8.737,4.023,10506,4.152,100487,2021-09-01
2021,3,La Rioja,18.0,1.0,5366,5.979,23.315,4.868,42613,0.0,82160,2021-09-01
2021,3,Mendoza,36.0,31.0,151871,12.64,62.628,7.596,21087,50.0,255939,2021-09-01
2021,3,Misiones,51.0,5.0,41932,25.099,26.079,14.792,42291,8.279,158528,2021-09-01
2021,3,Neuquén,112.0,327.0,57441,8.566,6.234,3.631,57919,5.579,139809,2021-09-01
2021,3,Río Negro,125.0,557.0,68991,3.73,14.88,2.282,34011,20.009,144585,2021-09-01
2021,3,Salta,101.0,20.0,41431,70.104,6.962,3.878,67010,6.327,195833,2021-09-01
2021,3,San Juan,18.0,333.0,59873,752.0,13.25,338.0,278,4.641,79483,2021-09-01
2021,3,San Luis,60.0,0.0,11552,2.405,6.491,67.942,22,29.392,117864,2021-09-01
2021,3,Santa Cruz,50.0,0.0,30561,8.365,6.799,1.788,678,735.0,48976,2021-09-01
2021,3,Santa Fe,467.0,579.0,193207,201.25,83.941,55.08,290793,16.267,841584,2021-09-01
2021,3,Santiago Del Estero,123.0,909.0,32752,61.838,11.274,801.0,6863,898.0,115458,2021-09-01
2021,3,Tierra Del Fuego,17.0,0.0,23723,13.397,9.782,1.433,976,895.0,50223,2021-09-01
2021,3,Tucumán,32.0,97.0,39446,50.293,21.986,5.3,115154,164.0,232472,2021-09-01
2021,2,Buenos Aires,37.192,31.178,1096049,244.001,140.322,236.897,2337604,9.108,4132351,2021-06-01
2021,2,Capital Federal,294.0,603.0,157558,73.568,43.859,86.655,1037752,66.0,1400355,2021-06-01
2021,2,Catamarca,71.0,0.0,7219,9.091,6.828,4.941,25388,2.206,55744,2021-06-01
2021,2,Chaco,301.0,112.0,23444,21.574,24.032,16.069,47239,7.958,140729,2021-06-01
2021,2,Chubut,104.0,105.0,89639,22.605,16.604,3.896,1112,5.172,139237,2021-06-01
2021,2,Córdoba,99.0,2.452,201757,136.516,66.95,70.824,442357,9.925,930880,2021-06-01
2021,2,Corrientes,67.0,645.0,29419,27.037,24.524,10.059,32697,5.053,129501,2021-06-01
2021,2,Entre Ríos,107.0,3.024,63518,55.349,39.468,18.484,61605,16.077,257632,2021-06-01
2021,2,Formosa,381.0,0.0,22364,7.31,7.46,1.341,11077,1.618,51551,2021-06-01
2021,2,Jujuy,48.0,175.0,24182,16.577,37.908,607.0,29950,2.401,111848,2021-06-01
2021,2,La Pampa,298.0,554.0,64146,7.769,8.128,3.399,9311,4.062,97667,2021-06-01
2021,2,La Rioja,18.0,1.0,5312,5.971,23.298,4.825,42158,19.0,81602,2021-06-01
2021,2,Mendoza,36.0,31.0,137462,10.886,56.117,4.403,20686,50.0,229671,2021-06-01
2021,2,Misiones,51.0,5.0,41643,25.907,25.811,16.172,38308,8.279,156176,2021-06-01
2021,2,Neuquén,112.0,327.0,57713,8.631,5.871,5.943,54008,5.645,138250,2021-06-01
2021,2,Río Negro,125.0,557.0,69356,3.663,15.019,3.867,31488,20.009,144084,2021-06-01
2021,2,Salta,101.0,20.0,42543,67.012,7.099,9.654,58882,6.328,191639,2021-06-01
2021,2,San Juan,18.0,333.0,59989,784.0,12.55,340.0,278,4.641,78933,2021-06-01
2021,2,San Luis,60.0,0.0,11752,2.703,5.418,65.946,22,36.917,122818,2021-06-01
2021,2,Santa Cruz,50.0,0.0,30595,8.463,6.888,1.575,676,735.0,48982,2021-06-01
2021,2,Santa Fe,467.0,896.0,202018,204.077,80.452,75.195,262124,15.371,840600,2021-06-01
2021,2,Santiago Del Estero,123.0,909.0,32034,62.224,10.359,811.0,6064,1.566,114090,2021-06-01
2021,2,Tierra Del Fuego,17.0,0.0,21335,6.913,4.58,476.0,889,1.483,35693,2021-06-01
2021,2,Tucumán,32.0,97.0,40224,51.648,23.732,5.022,109616,2.68,233051,2021-06-01
2021,1,Buenos Aires,36.939,31.187,1108368,240.52,163.747,222.061,2246313,10.867,4060002,2021-03-01
2021,1,Capital Federal,135.0,244.0,159662,76.753,56.457,83.255,1003041,126.0,1379673,2021-03-01
2021,1,Catamarca,71.0,0.0,7423,8.455,10.115,712.0,22996,2.196,51968,2021-03-01
2021,1,Chaco,301.0,112.0,24357,22.102,27.556,14.496,42462,8.384,139770,2021-03-01
2021,1,Chubut,106.0,109.0,86986,21.401,15.392,2.844,1112,4.39,132340,2021-03-01
2021,1,Córdoba,93.0,2.386,211799,135.092,74.659,71.984,402191,12.677,910881,2021-03-01
2021,1,Corrientes,67.0,527.0,31544,26.223,26.169,9.001,27641,5.453,126625,2021-03-01
2021,1,Entre Ríos,105.0,2.911,67255,56.06,42.432,15.774,54600,12.826,251963,2021-03-01
2021,1,Formosa,56.0,0.0,22409,7.569,7.916,1.215,9579,1.942,50686,2021-03-01
2021,1,Jujuy,49.0,175.0,23735,17.293,40.649,568.0,25609,2.378,110456,2021-03-01
2021,1,La Pampa,298.0,554.0,68200,7.864,7.611,2.786,7368,2.424,97105,2021-03-01
2021,1,La Rioja,18.0,1.0,36749,5.968,4.604,215.0,5074,-1.0,52628,2021-03-01
2021,1,Mendoza,28.0,40.0,134386,11.216,52.533,4.061,16615,44.0,218923,2021-03-01
2021,1,Misiones,51.0,524.0,40949,25.503,27.101,14.05,32953,8.256,149387,2021-03-01
2021,1,Neuquén,116.0,327.0,56171,8.443,5.903,5.677,50840,5.758,133235,2021-03-01
2021,1,Río Negro,125.0,466.0,70011,4.187,13.045,3.642,29589,20.103,141168,2021-03-01
2021,1,Salta,109.0,20.0,40785,68.149,9.164,8.139,54889,6.319,187574,2021-03-01
2021,1,San Juan,25.0,194.0,60439,858.0,11.494,340.0,276,4.641,78267,2021-03-01
2021,1,San Luis,58.0,0.0,11889,2.926,4.429,62.913,22,36.917,119154,2021-03-01
2021,1,Santa Cruz,50.0,0.0,30655,8.334,6.987,1.337,647,-1.945,46065,2021-03-01
2021,1,Santa Fe,518.0,891.0,201632,204.458,91.846,65.476,236924,24.382,826127,2021-03-01
2021,1,Santiago Del Estero,123.0,909.0,33884,58.464,8.549,700.0,4868,4.144,111641,2021-03-01
2021,1,Tierra Del Fuego,17.0,0.0,21379,1.468,4.317,486.0,919,11.836,40422,2021-03-01
2021,1,Tucumán,29.0,97.0,42810,53.416,25.255,4.188,103437,2.68,231912,2021-03-01
2020,4,Buenos Aires,36.939,31.197,1109865,242.243,214.171,213.588,2176242,9.016,4033261,2020-12-01
2020,4,Capital Federal,135.0,244.0,160210,78.123,60.208,80.269,1000073,268.0,1379530,2020-12-01
2020,4,Catamarca,71.0,0.0,8843,8.74,11.436,591.0,20406,2.309,52396,2020-12-01
2020,4,Chaco,301.0,112.0,24782,22.479,26.802,15.701,40949,7.965,139091,2020-12-01
2020,4,Chubut,106.0,109.0,88157,21.824,12.046,2.818,1112,4.402,130574,2020-12-01
2020,4,Córdoba,119.0,2.386,214963,135.262,82.221,70.013,384169,13.568,902701,2020-12-01
2020,4,Corrientes,67.0,527.0,31900,26.321,25.687,9.383,26789,4.985,125659,2020-12-01
2020,4,Entre Ríos,105.0,2.911,65659,53.556,40.755,16.6,53141,14.654,247381,2020-12-01
2020,4,Formosa,56.0,0.0,23540,7.606,7.181,1.197,8946,1.68,50206,2020-12-01
2020,4,Jujuy,49.0,182.0,23772,14.379,44.93,446.0,19282,2.811,105851,2020-12-01
2020,4,La Pampa,298.0,554.0,70184,8.124,6.562,2.396,6257,2.52,96895,2020-12-01
2020,4,La Rioja,18.0,1.0,36906,6.06,4.633,181.0,4979,0.0,52778,2020-12-01
2020,4,Mendoza,28.0,40.0,146312,11.172,40.396,3.378,11557,2.57,215453,2020-12-01
2020,4,Misiones,51.0,524.0,39988,26.078,26.445,14.81,32264,7.001,147161,2020-12-01
2020,4,Neuquén,116.0,327.0,56434,8.478,5.791,5.493,50776,5.72,133135,2020-12-01
2020,4,Río Negro,125.0,466.0,70305,4.153,13.131,3.512,29372,20.146,141210,2020-12-01
2020,4,Salta,109.0,514.0,41443,68.829,15.188,8.291,46697,6.319,187390,2020-12-01
2020,4,San Juan,25.0,194.0,61316,740.0,5.126,332.0,275,4.588,72596,2020-12-01
2020,4,San Luis,58.0,0.0,14020,3.49,2.688,62.239,22,36.918,119435,2020-12-01
2020,4,Santa Cruz,47.0,0.0,27173,4.382,6.634,1.033,647,758.0,40674,2020-12-01
2020,4,Santa Fe,518.0,891.0,206372,203.793,94.246,65.145,226246,23.602,820813,2020-12-01
2020,4,Santiago Del Estero,123.0,909.0,34518,57.59,4.666,411.0,4520,3.932,106669,2020-12-01
2020,4,Tierra Del Fuego,17.0,0.0,21881,6.119,3.497,488.0,922,6.69,39614,2020-12-01
2020,4,Tucumán,29.0,97.0,44095,54.334,32.155,4.105,93594,2.68,231089,2020-12-01
2020,3,Buenos Aires,37.542,31.514,1113823,234.71,219.772,194.248,2085815,19.853,3937277,2020-09-01
2020,3,Capital Federal,264.0,312.0,162222,85.083,68.753,78.028,977766,247.0,1372675,2020-09-01
2020,3,Catamarca,63.0,0.0,8276,8.768,11.195,562.0,18886,2.154,49904,2020-09-01
2020,3,Chaco,308.0,112.0,24675,21.639,27.546,13.751,38729,7.194,133954,2020-09-01
2020,3,Chubut,158.0,109.0,87559,22.114,12.217,2.818,1110,3.942,130027,2020-09-01
2020,3,Córdoba,168.0,3.064,218599,124.833,84.236,63.823,361021,11.728,867472,2020-09-01
2020,3,Corrientes,72.0,527.0,35190,23.315,25.308,8.615,25344,5.02,123391,2020-09-01
2020,3,Entre Ríos,130.0,2.911,66648,51.478,40.797,14.377,49395,15.759,241495,2020-09-01
2020,3,Formosa,391.0,151.0,23163,7.432,7.125,991.0,8219,1.737,49209,2020-09-01
2020,3,Jujuy,55.0,182.0,32131,10.566,45.198,293.0,15238,3.065,106728,2020-09-01
2020,3,La Pampa,293.0,810.0,66695,7.82,5.577,2.189,6322,4.029,93735,2020-09-01
2020,3,La Rioja,21.0,1.0,37105,5.955,4.66,124.0,4748,2.0,52616,2020-09-01
2020,3,Mendoza,58.0,40.0,141404,12.123,42.433,3.448,8237,45.0,207788,2020-09-01
2020,3,Misiones,71.0,524.0,39005,24.215,25.942,13.663,30987,8.779,143186,2020-09-01
2020,3,Neuquén,218.0,327.0,60463,6.561,5.975,5.449,49439,803.0,129235,2020-09-01
2020,3,Río Negro,114.0,466.0,68986,3.769,7.096,3.455,28488,19.093,131467,2020-09-01
2020,3,Salta,129.0,514.0,32780,64.736,15.99,7.928,43773,14.996,180846,2020-09-01
2020,3,San Juan,48.0,194.0,65526,711.0,6.529,41.0,128,4.15,77327,2020-09-01
2020,3,San Luis,105.0,0.0,12199,3.351,2.666,61.319,8,36.917,116565,2020-09-01
2020,3,Santa Cruz,66.0,0.0,26888,4.015,6.73,629.0,120,833.0,39281,2020-09-01
2020,3,Santa Fe,568.0,1.241,213353,199.381,92.095,58.797,210562,27.001,802998,2020-09-01
2020,3,Santiago Del Estero,133.0,909.0,33287,57.418,4.658,292.0,3994,4.801,105492,2020-09-01
2020,3,Tierra Del Fuego,11.0,0.0,22094,5.414,3.726,481.0,937,6.992,39655,2020-09-01
2020,3,Tucumán,52.0,97.0,45913,54.61,33.126,3.246,84195,2.637,223876,2020-09-01
2020,2,Buenos Aires,37.542,31.606,1129236,241.336,233.132,188.995,1894466,21.233,3777546,2020-06-01
2020,2,Capital Federal,264.0,312.0,166474,94.585,79.858,80.16,935481,687.0,1357821,2020-06-01
2020,2,Catamarca,63.0,0.0,8801,8.69,10.242,426.0,16578,3.176,47976,2020-06-01
2020,2,Chaco,308.0,928.0,24350,21.14,29.044,12.082,33311,6.969,128132,2020-06-01
2020,2,Chubut,158.0,109.0,69578,22.188,10.537,1.473,614,3.999,108656,2020-06-01
2020,2,Córdoba,168.0,4.383,219025,125.932,89.53,63.216,325243,8.971,836468,2020-06-01
2020,2,Corrientes,72.0,527.0,34242,22.845,25.844,7.898,22418,5.02,118866,2020-06-01
2020,2,Entre Ríos,130.0,3.679,66758,50.64,42.09,12.856,43391,14.569,234113,2020-06-01
2020,2,Formosa,391.0,151.0,23534,7.109,6.998,961.0,7475,1.313,47932,2020-06-01
2020,2,Jujuy,55.0,182.0,30548,10.519,26.829,209.0,9417,16.557,94316,2020-06-01
2020,2,La Pampa,293.0,810.0,71218,7.531,3.8,1.657,3377,1.123,89809,2020-06-01
2020,2,La Rioja,21.0,1.0,37375,5.661,4.686,73.0,4336,2.0,52155,2020-06-01
2020,2,Mendoza,58.0,40.0,142253,12.439,35.274,3.248,5422,2.45,201184,2020-06-01
2020,2,Misiones,71.0,524.0,39867,23.719,26.445,12.305,28763,8.646,140340,2020-06-01
2020,2,Neuquén,218.0,327.0,61171,6.103,6.625,5.296,46432,0.0,126172,2020-06-01
2020,2,Río Negro,114.0,466.0,70817,3.335,7.498,3.246,26953,17.057,129486,2020-06-01
2020,2,Salta,129.0,514.0,41801,64.463,16.989,7.741,39594,6.531,177762,2020-06-01
2020,2,San Juan,48.0,194.0,59113,917.0,4.908,40.0,127,4.43,69777,2020-06-01
2020,2,San Luis,105.0,0.0,11439,3.585,1.934,60.889,8,35.992,113952,2020-06-01
2020,2,Santa Cruz,66.0,0.0,26938,4.166,6.541,546.0,119,493.0,38869,2020-06-01
2020,2,Santa Fe,568.0,2.061,213054,198.772,96.575,57.236,189473,20.193,777932,2020-06-01
2020,2,Santiago Del Estero,133.0,1.779,32557,57.709,5.178,247.0,3328,4.516,105447,2020-06-01
2020,2,Tierra Del Fuego,11.0,0.0,22325,5.186,3.034,391.0,796,7.446,39189,2020-06-01
2020,2,Tucumán,52.0,97.0,49028,54.537,34.184,2.246,74377,2.635,217156,2020-06-01
2020,1,Buenos Aires,38.215,36.802,1122034,236.421,247.977,205.78,1802583,28.935,3718747,2020-03-01
2020,1,Capital Federal,264.0,312.0,169651,102.254,89.665,85.899,906009,0.0,1354054,2020-03-01
2020,1,Catamarca,63.0,0.0,8838,7.543,9.558,408.0,10299,2.151,38860,2020-03-01
2020,1,Chaco,308.0,928.0,23291,19.976,29.851,10.416,28539,6.917,120226,2020-03-01
2020,1,Chubut,158.0,109.0,69586,12.957,7.756,1.24,614,4.5,96920,2020-03-01
2020,1,Córdoba,142.0,5.128,217229,120.188,95.827,65.733,296875,9.802,810924,2020-03-01
2020,1,Corrientes,72.0,527.0,33479,21.382,26.679,7.351,19467,4.78,113737,2020-03-01
2020,1,Entre Ríos,130.0,4.081,72280,47.132,41.125,11.988,39794,13.762,230292,2020-03-01
2020,1,Formosa,1.127,342.0,23761,6.5,6.564,964.0,6918,100.0,46276,2020-03-01
2020,1,Jujuy,55.0,182.0,33120,9.979,26.693,166.0,7349,16.545,94089,2020-03-01
2020,1,La Pampa,293.0,811.0,72740,7.199,3.029,1.342,2113,1.618,89145,2020-03-01
2020,1,La Rioja,21.0,1.0,37209,5.158,4.64,22.0,1294,0.0,48345,2020-03-01
2020,1,Mendoza,58.0,40.0,140410,12.285,17.489,2.86,3818,0.0,176960,2020-03-01
2020,1,Misiones,71.0,524.0,36622,21.271,26.433,11.581,26313,10.885,133700,2020-03-01
2020,1,Neuquén,218.0,327.0,60152,5.257,7.123,5.399,43738,0.0,122214,2020-03-01
2020,1,Río Negro,114.0,466.0,69154,2.93,7.857,3.199,25488,17.719,126927,2020-03-01
2020,1,Salta,129.0,514.0,38537,63.714,17.991,8.625,34744,6.441,170695,2020-03-01
2020,1,San Juan,48.0,194.0,59787,1.594,1.292,40.0,127,4.779,67861,2020-03-01
2020,1,San Luis,105.0,0.0,11322,4.164,525.0,58.258,5,36.075,110454,2020-03-01
2020,1,Santa Cruz,67.0,11.0,27447,4.993,5.169,529.0,119,0.0,38335,2020-03-01
2020,1,Santa Fe,696.0,2.994,217553,196.826,104.56,48.448,173823,17.656,762556,2020-03-01
2020,1,Santiago Del Estero,133.0,1.779,33086,56.884,3.737,135.0,2799,4.501,103054,2020-03-01
2020,1,Tierra Del Fuego,11.0,1.0,22976,5.024,1.834,196.0,518,7.046,37606,2020-03-01
2020,1,Tucumán,52.0,97.0,49555,50.383,31.096,1.73,67536,0.0,200449,2020-03-01
2019,4,Buenos Aires,33.489,27.537,1177446,262.297,247.106,452.57,1465133,28.131,3693709,2019-12-01
2019,4,Capital Federal,307.0,15.0,177098,110.218,110.852,205.81,754299,0.0,1358599,2019-12-01
2019,4,Catamarca,63.0,0.0,9945,7.619,9.305,804.0,7477,2.151,37364,2019-12-01
2019,4,Chaco,83.0,0.0,25899,18.959,30.902,13.516,21556,6.917,117832,2019-12-01
2019,4,Chubut,158.0,4.0,69405,12.945,7.615,1.24,614,4.5,96481,2019-12-01
2019,4,Córdoba,142.0,0.0,232781,118.232,109.33,114.111,221742,9.802,806140,2019-12-01
2019,4,Corrientes,72.0,0.0,35055,20.62,27.367,9.981,15744,4.78,113619,2019-12-01
2019,4,Entre Ríos,47.0,0.0,88203,44.511,42.962,18.976,30153,15.107,239959,2019-12-01
2019,4,Formosa,1.127,191.0,24606,6.319,6.788,1.766,5671,100.0,46568,2019-12-01
2019,4,Jujuy,55.0,0.0,32920,9.632,26.764,102.0,5286,16.545,91304,2019-12-01
2019,4,La Pampa,293.0,313.0,76747,6.9,1.951,1.287,1342,1.618,90451,2019-12-01
2019,4,La Rioja,21.0,0.0,37851,5.045,4.763,22.0,1305,0.0,49007,2019-12-01
2019,4,Mendoza,746.0,9.0,145139,12.955,15.237,2.165,2628,0.0,178879,2019-12-01
2019,4,Misiones,71.0,0.0,39664,20.84,27.305,15.626,20799,11.656,135961,2019-12-01
2019,4,Neuquén,218.0,1.0,57742,4.439,7.357,12.059,35001,122.0,116939,2019-12-01
2019,4,Río Negro,114.0,0.0,71847,2.797,8.558,6.968,19837,17.719,127840,2019-12-01
2019,4,Salta,149.0,1.0,42159,67.656,15.369,14.17,25821,7.435,172760,2019-12-01
2019,4,San Juan,48.0,1.0,60626,1.594,1.292,40.0,127,4.779,68507,2019-12-01
2019,4,San Luis,105.0,0.0,11901,4.164,525.0,55.216,3,36.075,107989,2019-12-01
2019,4,Santa Cruz,67.0,0.0,32368,4.346,2.224,7.0,8,0.0,39020,2019-12-01
2019,4,Santa Fe,698.0,0.0,230234,190.664,113.527,70.998,135576,18.576,760273,2019-12-01
2019,4,Santiago Del Estero,133.0,908.0,34911,56.309,3.756,105.0,2449,4.501,103072,2019-12-01
2019,4,Tierra Del Fuego,11.0,0.0,23593,5.05,1.848,139.0,1962,9.648,42251,2019-12-01
2019,4,Tucumán,55.0,0.0,54544,52.017,28.916,6.405,56720,0.0,198657,2019-12-01
2019,3,Buenos Aires,238.92,44.648,1432722,222.812,260.506,483.572,1246209,42.294,3971683,2019-09-01
2019,3,Capital Federal,104.0,368.0,269704,120.924,138.011,258.591,655108,0.0,1442810,2019-09-01
2019,3,Catamarca,34.0,43.0,14449,9.285,6.333,72.0,15,2.151,32382,2019-09-01
2019,3,Chaco,69.0,1.216,32764,28.198,13.336,12.987,16740,6.917,112227,2019-09-01
2019,3,Chubut,74.0,840.0,62680,13.033,7.171,1.24,614,4.5,90152,2019-09-01
2019,3,Córdoba,83.0,5.824,240151,106.651,118.486,146.247,157546,7.353,782341,2019-09-01
2019,3,Corrientes,10.0,597.0,42231,29.628,10.348,10.388,12674,4.78,110656,2019-09-01
2019,3,Entre Ríos,19.0,4.446,99656,56.161,17.064,21.216,22645,15.107,236314,2019-09-01
2019,3,Formosa,1.11,349.0,24943,6.049,7.117,2.262,4443,100.0,46373,2019-09-01
2019,3,Jujuy,27.0,885.0,31722,9.24,26.835,56.0,3671,16.545,88981,2019-09-01
2019,3,La Pampa,237.0,3.289,75849,5.922,1.611,1.359,941,1.618,90826,2019-09-01
2019,3,La Rioja,9.0,10.0,38657,4.786,4.887,22.0,1307,0.0,49678,2019-09-01
2019,3,Mendoza,21.0,1.269,206821,2.958,10.093,1.263,349,0.0,222774,2019-09-01
2019,3,Misiones,47.0,1.928,43530,29.375,11.256,16.107,16650,12.206,131099,2019-09-01
2019,3,Neuquén,45.0,2.258,62909,4.586,9.597,16.923,28458,122.0,124898,2019-09-01
2019,3,Río Negro,47.0,1.234,87435,2.348,9.779,10.176,15505,17.719,144243,2019-09-01
2019,3,Salta,49.0,900.0,43160,62.23,14.309,11.418,12357,7.515,151938,2019-09-01
2019,3,San Juan,22.0,171.0,68315,2.245,1.267,41.0,128,4.779,76968,2019-09-01
2019,3,San Luis,57.0,100.0,18643,5.113,467.0,62.242,5,36.075,122702,2019-09-01
2019,3,Santa Cruz,28.0,84.0,31612,4.472,1.203,27.0,4,0.0,37430,2019-09-01
2019,3,Santa Fe,640.0,8.184,242454,193.286,107.068,84.325,97082,19.537,752576,2019-09-01
2019,3,Santiago Del Estero,39.0,1.832,35554,55.172,3.612,86.0,1836,34.501,132632,2019-09-01
2019,3,Tierra Del Fuego,6.0,14.0,32133,4.692,1.756,82.0,226,9.648,48557,2019-09-01
2019,3,Tucumán,16.0,110.0,71043,47.693,24.354,843.0,20385,0.0,164444,2019-09-01
2019,2,Buenos Aires,199.768,46.852,1436259,217.785,438.663,502.275,985767,43.438,3870807,2019-06-01
2019,2,Catamarca,34.0,43.0,16631,8.67,6.049,34.0,10,2.151,33622,2019-06-01
2019,2,Chaco,69.0,1.383,38488,26.431,16.789,15.348,9904,1.492,109904,2019-06-01
2019,2,Chubut,66.0,3.952,69032,10.049,1.495,74.0,165,4.5,89333,2019-06-01
2019,2,Córdoba,81.0,8.165,248427,100.512,157.458,170.159,76053,8.938,769793,2019-06-01
